CPF,NOME,DATA DE NASCIMENTO,RUA,BAIRRO,CIDADE,ESTADO,TELEFONE,EMAIL,PESQUISA,CANAL DE ATEDIMENTO,MÊS,CARGO,ATENDENTE,RENDA
537.190.426-34,Sophia Pastor,1994-11-07,"Residencial Yan Gomes, 79",Liberdade,Farias de Goiás,Distrito Federal,+55 29 99329-8053,antonellaaraujo@example.com,Péssimo,Chat,6,Administrador público,6,9683
935.074.162-80,João Vitor Porto,1976-12-23,"Estação Correia, 988",Barão Homem De Melo 1ª Seção,Albuquerque,Sergipe,+55 87 9 4365-0574,rafael13@example.com,Ótimo,Call,12,Corredor de atletismo,1,7373
701.946.583-84,Luan das Neves,1955-08-28,"Jardim de Andrade, 94",Rio Branco,Gomes da Praia,Tocantins,+55 (057) 92334-1329,oliviada-mata@example.org,Regular,Call,10,Marceneiro,5,9170
925.073.681-95,Dom Macedo,1962-12-29,"Chácara de Casa Grande, 48",Renascença,Novaes das Pedras,Sergipe,+55 50 9 6420 0086,rebeca90@example.org,Regular,Call,6,Perito judicial,7,7183
437.192.860-96,Isaac Gomes,1971-07-01,"Praça Santos, 46",Estrela,Gonçalves,Alagoas,+55 06 9 2512-0019,machadoisabela@example.com,Péssimo,Chat,9,Alfaiate,2,9681
864.917.302-04,Dra. Cecília Andrade,1970-05-24,"Morro Vitor Gabriel Cunha, 66",Graça,Camargo,Rio Grande do Norte,+55 96 95959-4996,icavalcanti@example.org,Péssimo,Email,7,Carnavalesco,1,5117
195.678.024-67,Nicole Camargo,1972-06-18,"Via Pastor, 23",Vila Nova Gameleira 1ª Seção,da Mata,Santa Catarina,+55 05 9 3914 2973,diasgustavo@example.net,Bom,Chat,2,Afiador de ferramentas,1,3143
174.625.380-08,Ísis Nunes,1949-07-24,"Pátio Pires, 17",Santa Helena,Mendonça,Ceará,+55 (52) 98574-0991,nogueiraisis@example.org,Ruim,Email,8,Agente de defesa sanitária animal,8,6293
120.439.658-24,Breno Cavalcanti,1968-01-17,"Vale Camargo, 365",Itatiaia,Pimenta,Roraima,+55 99 92843-5798,davi-luizda-mota@example.net,Ruim,Email,5,Protesista,2,7300
246.357.198-55,Maria Flor das Neves,1999-10-24,"Vila Cavalcante, 91",Túnel De Ibirité,Câmara da Serra,Rio Grande do Norte,+55 (95) 9 4750 3672,fariasfelipe@example.net,Ruim,Chat,1,Lutador de kung fu,1,8452
689.302.571-86,Pietro Moura,1970-06-20,Estação de Gonçalves,Salgado Filho,Rodrigues Paulista,Mato Grosso,+55 96 95561-8506,eda-paz@example.net,Ótimo,Email,7,Tecnólogo em geoprocessamento,3,8425
820.756.139-40,Srta. Maria Júlia Azevedo,1953-08-18,"Quadra de Ferreira, 63",Fazendinha,Garcia da Mata,Distrito Federal,+55 64 9 3031 4136,joaquimborges@example.com,Ruim,Chat,7,Engenheiro de minas,6,7880
387.612.954-00,Allana Barbosa,1952-07-13,"Esplanada Miguel Gonçalves, 43",Nova Floresta,Viana do Galho,Santa Catarina,+55 (051) 98760 6223,sakamilly@example.com,Ótimo,Email,12,Filósofo,6,4799
657.940.138-93,Benicio Araújo,1945-09-26,"Via Isadora Moura, 245",Milionario,Sousa,Rio Grande do Sul,+55 (064) 94416 6250,emanuellyaparecida@example.org,Ótimo,Chat,4,Instrumentador cirúrgico,3,8161
092.463.875-38,Ísis Garcia,1968-08-15,"Sítio de Macedo, 90",Vista Alegre,Fonseca do Norte,Goiás,+55 (85) 9 2126 0603,oliveiraliz@example.net,Regular,Call,9,Separador,8,9093
125.807.964-01,João Lucas Brito,1980-12-07,"Residencial de Moreira, 67",Salgado Filho,Sá do Norte,Sergipe,+55 (063) 92073-7294,brenopimenta@example.net,Regular,Email,12,Engenheiro têxtil,10,9703
950.234.718-88,Léo da Rosa,2006-03-26,"Área Lara Azevedo, 89",Aparecida 7ª Seção,Borges Grande,Distrito Federal,+55 (73) 9 2521-8112,guilhermevargas@example.org,Bom,Email,5,Prensista,6,3885
617.243.859-09,Luiza Rios,1958-01-28,"Condomínio Ian Cassiano, 79",Serra,Souza,Pernambuco,+55 99 93208-9269,joao-gabriel06@example.org,Péssimo,Email,10,Numerólogo,6,7693
324.758.901-50,Benício Casa Grande,1992-05-26,"Travessa de da Conceição, 30",Vila Ecológica,Melo,Sergipe,+55 (39) 91137 1258,ununes@example.net,Ótimo,Call,12,Petroleiro,3,1898
370.648.195-20,Maria Isis da Paz,1965-08-30,"Passarela Aparecida, 57",Ambrosina,Porto,Alagoas,+55 (057) 95209 3253,barbarabarros@example.org,Bom,Chat,4,Hostess,2,9375
093.265.817-21,Sr. Enrico Teixeira,1997-11-06,"Conjunto de Mendes, 1",Vila Maloca,Cirino,Tocantins,+55 (036) 99479-7979,enricocavalcanti@example.com,Regular,Email,6,Designer gráfico,4,3813
670.245.319-16,Júlia Nunes,1965-12-14,Morro Pastor,Anchieta,Carvalho de Vasconcelos,Rio Grande do Sul,+55 (96) 9 4833-7948,joao-miguelpimenta@example.org,Péssimo,Call,3,Sushiman,4,4067
790.316.582-86,Davi Lucca Dias,1949-04-09,"Praça Alícia Jesus, 68",Vila Fumec,Novais Paulista,Alagoas,+55 46 9 8975 6005,paparecida@example.com,Ruim,Email,3,Escrivão,9,2495
921.436.578-46,Srta. Maria Vitória Cunha,1950-05-10,"Chácara de Pastor, 51",Conjunto Providencia,Costela,Amapá,+55 (87) 9 3706 6563,pedro-henriqueda-rocha@example.org,Péssimo,Email,1,Policial militar,5,1708
863.457.120-35,Mariah Nascimento,2000-09-30,"Condomínio Olívia Ribeiro, 692",Marmiteiros,Nascimento,Rondônia,+55 13 9 5685-8237,esteralbuquerque@example.org,Bom,Call,6,Publicitário,3,5689
473.018.965-57,João Miguel Novais,1955-11-30,"Parque Evelyn Machado, 74",Vila Atila De Paiva,Pereira do Campo,Minas Gerais,+55 (37) 90746-8702,pedromacedo@example.com,Ruim,Chat,4,Farmacêutico,4,3358
750.192.386-86,Gabriela Machado,1960-08-11,Distrito da Cunha,Ermelinda,Guerra,Espírito Santo,+55 (09) 96265-9149,zrezende@example.org,Ótimo,Email,3,Engenheiro de som,4,7006
162.749.053-16,Ana Sophia Martins,1958-12-02,"Travessa de Fonseca, 19",Conjunto Califórnia Ii,Costela de Gomes,Alagoas,+55 (089) 95432-2702,tmendonca@example.org,Ótimo,Call,8,Capataz,4,3529
405.782.396-47,Sabrina Barros,1982-04-16,"Largo Dom Moreira, 53",Saudade,Casa Grande das Pedras,Rio de Janeiro,+55 57 9 2852 3040,fgoncalves@example.net,Ótimo,Email,9,Engenheiro de controle e automação,10,3296
932.745.016-70,Joana Nascimento,1977-06-01,"Trecho Machado, 18",Santa Cecilia,Silva,Sergipe,+55 83 9 7437-7455,vargasdavi@example.org,Regular,Call,11,Oficial de justiça,4,3871
903.675.481-00,Daniel Azevedo,1979-08-29,"Largo Anthony Nogueira, 19",São Cristóvão,Lopes de Rezende,Maranhão,+55 (99) 9 4431-6417,mariana23@example.org,Péssimo,Email,9,Engenheiro de manufatura,6,6482
601.839.472-31,Vinícius Fernandes,1944-03-25,"Condomínio Câmara, 6",Vila Ouro Minas,Azevedo,Ceará,+55 85 9 8543 7924,zoe93@example.org,Péssimo,Email,11,Instrumentista musical,1,3528
698.543.210-70,Isadora Araújo,1955-12-16,"Chácara Mateus Porto, 40",Vila São Paulo,Santos,Roraima,+55 (048) 96029-1237,tpacheco@example.com,Ruim,Chat,1,Pneumologista,2,3927
648.219.703-50,Valentim Vieira,1984-07-31,"Quadra da Conceição, 16",Vila Jardim São José,Sampaio,Ceará,+55 (67) 9 5097 4187,jade04@example.org,Péssimo,Chat,8,Cientista social,9,2436
792.584.013-79,Otto Aparecida,1957-10-05,"Estrada Pimenta, 261",Pantanal,Albuquerque de Rezende,Pará,+55 (003) 96415-4512,bruna93@example.net,Péssimo,Chat,10,Tecnólogo em irrigação e drenagem,8,7268
521.043.689-60,Arthur Gabriel Abreu,1961-01-27,"Estrada da Mota, 27",Vila Jardim São José,Leão do Campo,Amapá,+55 (064) 97327-4635,rcosta@example.org,Regular,Email,10,Tabelião,6,9663
143.897.206-78,Valentim Aragão,1950-05-15,"Vila Dias, 669",Vila Rica,Vargas,Tocantins,+55 84 9 5413 2629,fnovaes@example.net,Bom,Chat,11,Moleiro,5,7719
579.812.063-59,Alexandre Silva,1960-12-01,"Rua da Mota, 19",Vila Santo Antônio,Barbosa das Pedras,Ceará,+55 58 95063-2025,leandro89@example.org,Ruim,Chat,11,Embaixador,2,7659
765.984.201-30,Dra. Eloah Viana,1991-08-11,"Fazenda Alves, 814",Cinquentenário,Abreu Verde,Roraima,+55 79 9 4867 8557,maria-juliaborges@example.net,Ruim,Call,2,Catador de material reciclável,8,3017
734.621.905-80,João Guilherme Correia,1990-05-01,"Avenida de da Costa, 61",Esperança,das Neves do Sul,Mato Grosso,+55 07 94858-7151,gabriela45@example.org,Ruim,Email,2,Caça-talentos/Olheiro,4,8846
587.149.263-00,Mateus Moura,1977-08-27,"Alameda Luna Camargo, 9",São Sebastião,Barros,Mato Grosso do Sul,+55 (77) 9 3955-0669,nicolasmacedo@example.com,Regular,Chat,9,Tecnólogo em irrigação e drenagem,7,7481
592.408.167-20,Eloah Oliveira,1973-04-01,"Alameda de Santos, 47",São Jorge 1ª Seção,Sá,Sergipe,+55 (25) 90460 2439,aylarodrigues@example.net,Ruim,Chat,4,Armeiro,1,3795
480.367.519-84,Amanda Castro,1978-01-29,"Morro de Souza, 50",Conjunto Celso Machado,Camargo da Praia,Acre,+55 (27) 95956-8633,claricemacedo@example.net,Bom,Email,12,Cancerologista ou Oncologista,9,9314
861.439.750-00,Dr. Mathias da Mata,1995-07-01,Sítio Rezende,Flavio De Oliveira,Novaes,Rio Grande do Sul,+55 (15) 9 2833 3908,csilva@example.com,Péssimo,Email,12,Atuário,9,9539
149.357.268-73,Lucca Nascimento,1978-12-08,"Praia Macedo, 4",Goiania,Nunes da Mata,Amazonas,+55 (82) 9 3401-9921,ofogaca@example.org,Ruim,Chat,5,Médico geneticista,6,3142
467.950.123-52,Bianca Cardoso,2003-01-06,"Jardim Barbosa, 9",Bairro Das Indústrias Ii,Monteiro,Pará,+55 (47) 9 9520-9359,jcosta@example.com,Péssimo,Call,12,Engenheiro mecatrônico,2,8547
825.309.176-12,Mateus Melo,1997-11-29,"Distrito de Borges, 72",Conjunto Capitão Eduardo,Peixoto,Amazonas,+55 75 9 8768 2600,cassianolevi@example.com,Regular,Email,7,Ortodontista,10,9712
107.569.284-94,Matteo Vargas,1957-03-18,"Favela Nascimento, 54",Nossa Senhora Da Aparecida,Cavalcanti das Pedras,Rio de Janeiro,+55 (67) 9 7049 5596,jose-pedro81@example.net,Péssimo,Email,9,Dedetizador,7,7044
497.280.516-11,Maria Vitória Pacheco,1944-07-17,"Largo de Pimenta, 68",Santa Cecilia,Macedo,Mato Grosso,+55 18 9 3101-9179,antoniocamargo@example.net,Ruim,Email,8,Letrista,1,5275
703.486.125-08,Emanuelly Vasconcelos,1964-09-24,"Lagoa Benício Aragão, 269",Céu Azul,Fonseca da Mata,Paraíba,+55 (55) 9 4238-6009,lucca73@example.net,Regular,Email,3,Engenheiro ambiental,5,5919
709.682.435-92,Natália Sousa,1999-11-10,"Condomínio Jesus, 33",Barão Homem De Melo 1ª Seção,da Costa de Goiás,Pará,+55 (86) 90323-8170,mariana05@example.net,Regular,Email,7,Profissional de reciclagem,9,7810
627.590.134-99,Raquel Sá,1966-01-07,"Parque Luana Vargas, 17",São Benedito,Marques,Pará,+55 (36) 95146-2155,isabel93@example.com,Ótimo,Call,4,Clap loader,1,5536
810.567.932-95,Dra. Ana Julia Souza,1998-02-07,"Estação José Pedro da Costa, 83",Vila Sumaré,da Mata,Mato Grosso do Sul,+55 (14) 9 7573 5287,arthur-miguel88@example.net,Regular,Email,1,Militar da Marinha,8,9493
693.015.287-03,Eloá da Cruz,1989-09-16,"Parque Francisco Pacheco, 33",Vila Independencia 3ª Seção,Lopes de Fogaça,São Paulo,+55 05 9 4139 1951,anthonymonteiro@example.org,Ótimo,Email,1,Dermatologista,7,1795
059.846.123-05,Emilly Fonseca,1977-12-24,"Chácara de Castro, 91",Lagoinha,Farias,Amazonas,+55 (49) 9 1374 8634,barbosaisabella@example.com,Regular,Call,7,Perfusionista,1,9281
491.605.872-02,Sr. Benício Fernandes,1963-10-08,"Campo Pastor, 4",Dom Cabral,Brito,Minas Gerais,+55 65 9 6368-1775,costajoao-pedro@example.org,Ótimo,Chat,7,Carteiro,5,9379
538.197.420-50,Catarina Lima,1969-11-05,"Feira Yago Dias, 23",Beira Linha,Duarte Alegre,Espírito Santo,+55 (088) 96975 7295,jose55@example.net,Ruim,Chat,7,Luthier,7,2202
534.018.769-10,Henrique Castro,1965-09-03,"Vale Benício Peixoto, 92",Novo Aarão Reis,Freitas,Acre,+55 (054) 97674-1684,raulcorreia@example.org,Bom,Call,5,Garimpeiro,7,3339
135.286.097-02,Dr. Arthur Gabriel Monteiro,1950-08-30,"Vale de Jesus, 7",Tirol,Sá,Santa Catarina,+55 (37) 9 5899 1626,tferreira@example.net,Bom,Call,3,Vereador,6,9942
437.281.590-50,Carolina Camargo,1974-04-25,"Favela Levi Viana, 28",Santa Monica,Montenegro,Goiás,+55 (76) 92995-9944,galves@example.com,Ruim,Email,9,Sapateiro,6,1836
893.547.601-39,Daniel Campos,1954-11-18,"Chácara de Garcia, 13",São Bernardo,Ferreira dos Dourados,Distrito Federal,+55 (59) 9 9159 4436,zlopes@example.org,Regular,Email,6,Conferente de recebimento,5,4327
271.056.498-01,João Pires,1949-08-25,Pátio Igor Azevedo,Novo Santa Cecilia,Aparecida de Minas,São Paulo,+55 36 9 4825 7950,danteda-conceicao@example.org,Péssimo,Email,11,Profissional de marketing,6,6940
516.384.297-82,Yago Araújo,2001-02-16,"Parque Silveira, 89",Mirtes,Fonseca,Mato Grosso do Sul,+55 (95) 9 5198-3075,jdias@example.net,Péssimo,Chat,10,Engenheiro elétrico,1,7500
463.125.970-16,Dr. Ravi Lucca Rios,1977-08-19,"Ladeira Nicolas Almeida, 92",Monte São José,Carvalho,Tocantins,+55 72 98393-9447,fariascecilia@example.net,Ótimo,Email,11,Capitão,3,4007
813.462.705-62,Rodrigo Novaes,1951-04-27,"Jardim Calebe Rocha, 24",Nossa Senhora Do Rosário,Martins do Norte,Amazonas,+55 (53) 92279-8072,gabriel98@example.net,Ruim,Chat,7,Engenheiro de alimentos,1,4448
402.357.918-14,Sr. Bryan Pinto,1973-05-25,Rua Mendes,Guarani,Borges,Rio Grande do Norte,+55 29 9 1135 5204,gabriel91@example.com,Ótimo,Email,6,Deputado,6,5584
690.725.413-16,Kevin Duarte,1947-05-29,"Área de Brito, 56",Aparecida,da Luz,Mato Grosso,+55 01 90129-9551,josuepastor@example.com,Ruim,Call,5,Percursionista,6,1775
183.079.625-95,Larissa Montenegro,1961-06-08,"Estação de Montenegro, 823",Céu Azul,Sousa,Rondônia,+55 (53) 9 0932 2130,pietrasa@example.org,Ruim,Chat,5,Gerente de banco,1,9433
953.264.071-16,Benjamim Sá,1976-11-01,"Trevo de Ribeiro, 37",Nova Granada,Ribeiro do Amparo,Bahia,+55 12 92489-2470,ana-juliaabreu@example.com,Ruim,Chat,9,Cardiologista,8,3063
631.782.504-17,Ana Laura Cardoso,1945-10-13,"Vereda Nascimento, 1",Dom Cabral,Peixoto,Pará,+55 (42) 9 7679 6127,alvesraul@example.com,Péssimo,Chat,12,Engenheiro de petróleo,10,3122
964.275.813-09,Carlos Eduardo Campos,1976-07-14,"Travessa Mendonça, 275",Serrano,Aragão,Rio Grande do Norte,+55 77 93688-9708,hjesus@example.org,Regular,Email,3,Datilógrafo,3,4630
603.728.941-78,Enzo Gabriel da Rocha,1988-06-18,"Vereda de Nascimento, 708",Heliopolis,Fernandes,Santa Catarina,+55 78 91043-8308,dvargas@example.net,Ótimo,Email,12,Ufólogo,8,2496
608.471.329-78,Benício Gomes,1984-12-07,"Lagoa Jade Aragão, 54",Zilah Sposito,Farias de da Paz,Acre,+55 (024) 99477-9707,abreujose-miguel@example.org,Ótimo,Email,6,Educador,4,6041
135.689.427-55,Julia Siqueira,1983-12-30,"Chácara Freitas, 1",Vila Nossa Senhora Do Rosário,Nunes da Serra,Minas Gerais,+55 (55) 98529 7771,jjesus@example.org,Ruim,Call,6,Engenheiro de computação,6,2750
461.072.589-49,Julia Vargas,1947-06-12,"Rodovia de Sá, 6",Novo São Lucas,Cardoso Alegre,Paraíba,+55 (08) 9 8605 3601,gda-cruz@example.com,Péssimo,Email,12,Juiz ou árbitro de futebol,5,5249
274.610.389-31,Isadora Macedo,1972-10-08,"Praia Arthur Cassiano, 16",Confisco,Fogaça,São Paulo,+55 (68) 9 5756-0613,emanuellyviana@example.com,Ruim,Call,4,Designer de produto ou desenhista industrial,10,9391
904.736.821-50,Benício Caldeira,1948-06-05,Distrito Barbosa,Virgínia,Fogaça,Rio Grande do Sul,+55 (66) 9 9845 8321,ramosbenjamin@example.net,Bom,Email,4,Bioquímico,3,2346
817.534.906-93,Manuela Cunha,1995-07-13,"Largo de Peixoto, 76",Bacurau,Alves,Rio Grande do Sul,+55 (41) 99883-5489,lcaldeira@example.com,Péssimo,Call,12,Capitão,8,7269
578.029.631-68,Dr. Luiz Miguel Albuquerque,1962-04-29,"Travessa de Cavalcante, 81",Gutierrez,Machado de Freitas,Roraima,+55 18 9 6065-3162,nicolas19@example.com,Ruim,Call,12,Peixeiro,3,5338
709.254.683-47,Maria Clara Campos,1981-01-02,"Residencial Nogueira, 83",Alto Dos Pinheiros,Fogaça Paulista,Santa Catarina,+55 68 9 7442 4704,carlos-eduardo75@example.org,Péssimo,Email,2,Gandula,1,1779
895.312.406-98,Sr. Noah Costela,1987-01-18,"Setor Guerra, 90",Novo Glória,Cavalcanti de Freitas,Rondônia,+55 33 9 8036 5376,alvesmaya@example.org,Péssimo,Chat,8,Psicomotricista,3,3075
739.524.186-09,Luana da Rocha,1991-07-28,Conjunto Guerra,Pongelupe,Leão Verde,Tocantins,+55 (56) 98535-7736,yrocha@example.org,Ruim,Chat,9,Engenheiro têxtil,7,7236
372.014.869-69,Ana Beatriz Cavalcanti,1975-03-18,"Viela Duarte, 65",Vila Da Paz,Rios,Amapá,+55 (95) 9 0069 5719,cmontenegro@example.com,Ruim,Call,1,Consultor,5,7469
492.836.507-00,Dr. Anthony Gabriel Caldeira,1993-02-24,"Passarela de Sá, 16",Araguaia,Pimenta Alegre,Rondônia,+55 86 97380-3985,aaragao@example.com,Péssimo,Call,12,Necromaquiador,3,8761
623.497.501-16,Diego Brito,1968-07-13,"Estação da Conceição, 1",Marieta 1ª Seção,Cassiano do Galho,Maranhão,+55 (19) 9 9526-9322,znovaes@example.net,Regular,Email,7,Continuista,8,9960
456.087.392-56,Giovanna das Neves,1963-11-29,"Passarela de Campos, 74",Mariquinhas,da Paz,Paraíba,+55 (078) 91337-1673,otavio68@example.org,Regular,Chat,7,Nutrologista,6,5317
405.891.273-14,Antony Casa Grande,1944-05-09,"Sítio de Novaes, 2",Ademar Maldonado,Abreu,Mato Grosso,+55 (89) 9 6782 6982,melissa69@example.com,Bom,Email,9,Atleta de tiro com arco,10,4468
867.039.124-40,Lívia Mendes,1977-05-02,"Travessa Olívia Ferreira, 50",Urca,da Cunha Alegre,Pernambuco,+55 83 9 2916 3315,bernardooliveira@example.com,Ruim,Call,1,Empregado doméstico,3,7843
207.349.158-88,Leandro Souza,1986-08-09,"Loteamento Lorena Pires, 960",Novo Das Industrias,Pimenta,Alagoas,+55 71 9 3924-0984,joao-lucaslima@example.org,Ótimo,Email,3,Governanta,1,2602
460.217.893-69,Sr. Erick Alves,1988-12-15,"Recanto Isabel Moraes, 97",Vila Jardim Montanhes,Duarte Verde,Maranhão,+55 19 95722 0542,sampaiojose-miguel@example.org,Bom,Call,2,Instrumentista musical,1,3827
158.970.463-01,Mirella da Cunha,1991-02-06,"Avenida João Miguel Silveira, 2",Havaí,Cavalcante de Correia,Goiás,+55 22 94284 2889,almeidajose-miguel@example.org,Regular,Chat,10,Engenheiro agrimensor,5,2206
786.243.159-64,Dra. Laís Rezende,1966-03-14,"Pátio Theodoro Mendonça, 14",São Cristóvão,Vargas da Praia,Mato Grosso do Sul,+55 (096) 90319-3249,stephanycavalcanti@example.org,Péssimo,Call,10,Lutador de luta livre,10,6136
136.872.450-71,Francisco Pimenta,1974-01-19,"Via Luna da Paz, 56",São Paulo,Jesus,Minas Gerais,+55 (46) 91278 6362,anna-liz37@example.org,Bom,Call,8,Cortador de cana-de-açucar,3,5711
143.805.276-62,Ana Beatriz Araújo,1994-06-25,"Condomínio Thiago Dias, 47",Vila Formosa,Cassiano do Oeste,Paraná,+55 85 94310 7861,marqueshadassa@example.org,Bom,Call,2,Cortador de cana-de-açucar,8,8747
078.964.253-00,Milena Novais,1975-07-30,"Esplanada Ferreira, 13",Goiania,Silva,Paraná,+55 43 95788-0010,cavalcantimaria-helena@example.org,Ótimo,Email,7,Aeromoça,8,3154
293.486.571-19,João Pedro Montenegro,1968-06-18,"Lagoa de Rocha, 44",Bonfim,Castro de Nascimento,Rio Grande do Norte,+55 15 9 6202-3329,milenacarvalho@example.com,Péssimo,Call,5,Locutor,7,7696
712.640.938-96,Miguel Fogaça,1956-09-24,"Praia Guerra, 839",Mala E Cuia,Pastor,Goiás,+55 53 96569-0704,lucas-gabriel95@example.net,Regular,Chat,10,Pescador,7,1818
034.657.928-74,Eloah da Paz,1978-10-10,"Passarela da Paz, 7",Vila Rica,Rodrigues,Pará,+55 75 91157 8107,silvalavinia@example.net,Bom,Email,4,Microfonista,6,5193
019.857.263-86,Benjamim Siqueira,1958-09-27,"Campo Aparecida, 5",Graça,Casa Grande,Rio Grande do Norte,+55 (003) 99052-8994,zpastor@example.com,Ótimo,Chat,1,Técnico em tratamento de água,4,3131
130.849.576-57,Pietro Marques,1954-01-12,"Recanto Nicole da Cunha, 99",Maria Tereza,Costela de Camargo,Ceará,+55 66 9 3848-4992,psouza@example.com,Péssimo,Chat,5,Brigadeiro,5,7368
981.746.025-85,Zoe Moura,2000-09-14,"Residencial Ana Julia Nascimento, 85",Cabana Do Pai Tomás,Siqueira,Pernambuco,+55 (31) 97564 8945,mendesvitor-gabriel@example.com,Bom,Chat,6,Apicultor,6,7275
176.385.429-91,Sophie Mendes,1988-04-11,"Aeroporto de Mendonça, 83",Penha,Silveira Verde,Tocantins,+55 33 98089 3390,piresheloisa@example.com,Péssimo,Chat,1,Odontologista preventivo e social,8,5652
085.179.642-76,Sr. Fernando Pires,1973-11-22,"Avenida Eloah Mendes, 5",Nossa Senhora Da Conceição,Moreira da Mata,Distrito Federal,+55 01 9 8254 8837,elisa31@example.org,Péssimo,Call,9,Lutador de jiu-jitsu,3,8338
436.279.851-09,Sr. Davi Luiz Monteiro,1958-11-23,"Trevo de Aragão, 271",Vila Oeste,Carvalho da Praia,Rondônia,+55 (096) 95895 5006,avieira@example.com,Ruim,Call,10,Jogador de vôlei,4,3856
458.739.102-60,Maria Cecília Cirino,1997-01-14,"Colônia de Santos, 390",Alto Das Antenas,Barbosa,Rio Grande do Norte,+55 54 98153 8128,jose39@example.com,Ruim,Email,7,Taxidermista/Embalsamador,7,1988
412.358.079-32,Camila Sousa,2006-05-06,"Setor Novais, 808",Nova Granada,Viana de Carvalho,Maranhão,+55 (16) 9 8185-1039,ramosrafael@example.com,Ruim,Call,7,Cancerologista ou Oncologista,9,5843
857.294.036-74,Mathias Lima,1971-12-24,"Trevo Sophia Barbosa, 40",Dom Cabral,Lima,Mato Grosso do Sul,+55 (005) 93320 4033,eduardo29@example.org,Ruim,Call,2,Obstetra,4,4292
517.489.263-73,Maria Júlia Almeida,1998-06-03,"Ladeira Lima, 46",Nova Granada,Barbosa,Goiás,+55 83 9 3074 4020,melocalebe@example.org,Ruim,Call,10,Estofador,4,2823
874.016.539-66,Ana Luiza Melo,1979-08-03,"Fazenda de Pastor, 66",Grotinha,Guerra,Rio de Janeiro,+55 (08) 91024 9223,laura11@example.com,Ruim,Call,2,Consultor,3,6260
208.619.574-58,Maya Albuquerque,1985-03-30,"Praia Mirella Gomes, 831",Ermelinda,Rezende da Serra,Goiás,+55 (80) 90972-2680,ayllada-costa@example.net,Ótimo,Call,1,Acompanhante,3,2526
410.379.285-04,Caroline Porto,1973-03-17,"Rua Júlia da Rosa, 89",Morro Dos Macacos,Nascimento de Câmara,Bahia,+55 (012) 93657 0237,arthur-gabriel66@example.org,Ruim,Email,10,Forneiro,4,3335
498.256.031-51,Felipe Sampaio,1988-10-20,"Aeroporto Castro, 339",Cardoso,da Rocha,Pará,+55 (32) 9 0453-5452,mpacheco@example.net,Ruim,Call,3,Agente funerário,5,6906
236.547.189-73,Thales Fernandes,1952-05-06,"Campo de Jesus, 72",Acaiaca,Teixeira,Mato Grosso do Sul,+55 12 90668-1716,blopes@example.org,Regular,Call,2,Engenheiro de materiais,10,4277
479.031.528-23,Dra. Eloah Cavalcanti,1992-10-20,Residencial Marcela Farias,São Tomaz,Alves de Silveira,Paraná,+55 (96) 9 2949-3084,rodriguesjoao-guilherme@example.org,Péssimo,Chat,10,Construtor,1,3313
986.542.137-28,Lorenzo Santos,1997-11-06,"Área Anna Liz Dias, 82",Canaa,Jesus,Amazonas,+55 (22) 9 2899 7755,moraesbruna@example.org,Ótimo,Email,12,Engenheiro ambiental,6,2858
215.640.839-42,Ana Beatriz Pastor,1944-11-22,"Núcleo Yan Andrade, 96",Granja De Freitas,da Conceição do Galho,Mato Grosso,+55 08 9 9876 3566,isabella71@example.com,Ótimo,Call,9,Dançarino,1,8785
570.841.329-88,Camila Garcia,1979-08-04,"Lago de Costa, 35",Marieta 2ª Seção,Barros de Vieira,Pernambuco,+55 68 9 4095 3688,vguerra@example.net,Regular,Email,12,Subprefeito,9,3329
703.619.584-39,Ana Sophia Correia,1994-04-27,Vale Abreu,Santa Rita De Cássia,Porto,Acre,+55 (32) 92610 2939,raelda-mata@example.org,Ótimo,Call,9,Jogador de bocha,7,3931
654.071.928-02,Raul Rodrigues,1946-11-17,"Vale de Rodrigues, 4",Alto Das Antenas,Casa Grande do Campo,Amapá,+55 (75) 97353 6603,maria-vitoriaporto@example.org,Ótimo,Call,7,Tecelão,4,5524
941.783.052-04,Srta. Marina Correia,1960-06-19,"Viaduto Abreu, 5",Santa Rita De Cássia,Vasconcelos,Paraná,+55 11 9 0632-0328,umartins@example.com,Regular,Email,8,Carpinteiro,3,2910
739.582.140-88,Nicole das Neves,1971-06-13,"Travessa Luana Vasconcelos, 3",São Salvador,Vieira de Ribeiro,Acre,+55 (38) 95718 0794,salbuquerque@example.net,Péssimo,Chat,2,Presidente da República,1,7123
691.380.572-12,Ayla Santos,2002-05-24,"Núcleo Garcia, 98",Vila Canto Do Sabiá,Martins,Amapá,+55 32 98320 2039,joao-lucas91@example.net,Péssimo,Email,10,Arranjador musical,9,4032
389.210.567-77,Srta. Sofia da Rosa,1988-06-15,"Viaduto Ana Júlia Rios, 243",Vila São Gabriel,Moura,Sergipe,+55 06 9 0980-9435,jcostela@example.com,Péssimo,Call,3,Mestre cervejeiro,4,1809
376.914.582-82,Alícia Rodrigues,1947-07-01,"Chácara de da Cruz, 89",Miramar,Borges,Rio Grande do Norte,+55 (023) 98321-2644,bgoncalves@example.com,Ótimo,Chat,10,Técnico em rede,6,5508
764.032.958-29,Valentina Mendes,1949-05-18,"Núcleo de Aparecida, 970",Tres Marias,Sousa,Tocantins,+55 (028) 98064-0730,vicenteborges@example.org,Regular,Chat,6,Pediatra,2,8430
